experiment,competition_id,medals,seeds,medal_rate
disarray,hotel-id-2021-fgvc8,3,3,1.0
disarray,hubmap-kidney-segmentation,3,3,1.0
disarray,icecube-neutrinos-in-deep-ice,0,3,0.0
disarray,imet-2020-fgvc7,0,3,0.0
disarray,inaturalist-2019-fgvc6,3,3,1.0
disarray,iwildcam-2019-fgvc6,3,3,1.0
disarray,iwildcam-2020-fgvc7,3,3,1.0
disarray,jigsaw-toxic-comment-classification-challenge,3,3,1.0
disarray,jigsaw-unintended-bias-in-toxicity-classification,0,3,0.0
disarray,kuzushiji-recognition,3,3,1.0
disarray,leaf-classification,3,3,1.0
disarray,learning-agency-lab-automated-essay-scoring-2,3,3,1.0
disarray,lmsys-chatbot-arena,3,3,1.0
disarray,mlsp-2013-birds,3,3,1.0
disarray,multi-modal-gesture-recognition,3,3,1.0
disarray,new-york-city-taxi-fare-prediction,0,3,0.0
disarray,nfl-player-contact-detection,3,3,1.0
disarray,nomad2018-predict-transparent-conductors,3,3,1.0
disarray,osic-pulmonary-fibrosis-progression,3,3,1.0
disarray,petfinder-pawpularity-score,3,3,1.0
disarray,plant-pathology-2020-fgvc7,3,3,1.0
disarray,plant-pathology-2021-fgvc8,3,3,1.0
disarray,predict-volcanic-eruptions-ingv-oe,3,3,1.0
disarray,random-acts-of-pizza,3,3,1.0
disarray,ranzcr-clip-catheter-line-classification,0,3,0.0
disarray,rsna-2022-cervical-spine-fracture-detection,0,3,0.0
disarray,rsna-breast-cancer-detection,3,3,1.0
disarray,rsna-miccai-brain-tumor-radiogenomic-classification,3,3,1.0
disarray,seti-breakthrough-listen,3,3,1.0
disarray,siim-covid19-detection,0,3,0.0
disarray,siim-isic-melanoma-classification,3,3,1.0
disarray,smartphone-decimeter-2022,3,3,1.0
disarray,spooky-author-identification,3,3,1.0
disarray,stanford-covid-vaccine,3,3,1.0
disarray,statoil-iceberg-classifier-challenge,3,3,1.0
disarray,tabular-playground-series-dec-2021,3,3,1.0
disarray,tabular-playground-series-may-2022,3,3,1.0
disarray,tensorflow-speech-recognition-challenge,0,3,0.0
disarray,tensorflow2-question-answering,3,3,1.0
disarray,text-normalization-challenge-english-language,3,3,1.0
disarray,text-normalization-challenge-russian-language,3,3,1.0
disarray,tgs-salt-identification-challenge,0,3,0.0
disarray,the-icml-2013-whale-challenge-right-whale-redux,3,3,1.0
disarray,tweet-sentiment-extraction,3,3,1.0
disarray,us-patent-phrase-to-phrase-matching,3,3,1.0
disarray,uw-madison-gi-tract-image-segmentation,1,3,0.3333
disarray,ventilator-pressure-prediction,0,3,0.0
disarray,vesuvius-challenge-ink-detection,2,3,0.6667
disarray,vinbigdata-chest-xray-abnormalities-detection,3,3,1.0
disarray,whale-categorization-playground,3,3,1.0
famou-agent,3d-object-detection-for-autonomous-vehicles,6,9,0.6667
famou-agent,AI4Code,0,9,0.0
famou-agent,aerial-cactus-identification,9,9,1.0
famou-agent,alaska2-image-steganalysis,0,9,0.0
famou-agent,aptos2019-blindness-detection,9,9,1.0
famou-agent,billion-word-imputation,4,9,0.4444
famou-agent,bms-molecular-translation,0,9,0.0
famou-agent,cassava-leaf-disease-classification,8,9,0.8889
famou-agent,cdiscount-image-classification-challenge,3,9,0.3333
famou-agent,chaii-hindi-and-tamil-question-answering,6,9,0.6667
famou-agent,champs-scalar-coupling,0,9,0.0
famou-agent,denoising-dirty-documents,9,9,1.0
famou-agent,detecting-insults-in-social-commentary,9,9,1.0
famou-agent,dog-breed-identification,0,9,0.0
famou-agent,dogs-vs-cats-redux-kernels-edition,9,9,1.0
famou-agent,facebook-recruiting-iii-keyword-extraction,3,9,0.3333
famou-agent,freesound-audio-tagging-2019,8,9,0.8889
famou-agent,google-quest-challenge,9,9,1.0
famou-agent,google-research-identify-contrails-reduce-global-warming,0,9,0.0
famou-agent,h-and-m-personalized-fashion-recommendations,9,9,1.0
famou-agent,herbarium-2020-fgvc7,9,9,1.0
famou-agent,herbarium-2021-fgvc8,8,9,0.8889
famou-agent,herbarium-2022-fgvc9,8,9,0.8889
famou-agent,histopathologic-cancer-detection,9,9,1.0
famou-agent,hms-harmful-brain-activity-classification,0,9,0.0
famou-agent,hotel-id-2021-fgvc8,9,9,1.0
famou-agent,hubmap-kidney-segmentation,6,9,0.6667
famou-agent,icecube-neutrinos-in-deep-ice,0,9,0.0
famou-agent,imet-2020-fgvc7,0,9,0.0
famou-agent,inaturalist-2019-fgvc6,6,9,0.6667
famou-agent,iwildcam-2019-fgvc6,9,9,1.0
famou-agent,iwildcam-2020-fgvc7,9,9,1.0
famou-agent,jigsaw-toxic-comment-classification-challenge,9,9,1.0
famou-agent,jigsaw-unintended-bias-in-toxicity-classification,0,9,0.0
famou-agent,kuzushiji-recognition,8,9,0.8889
famou-agent,leaf-classification,6,9,0.6667
famou-agent,learning-agency-lab-automated-essay-scoring-2,9,9,1.0
famou-agent,lmsys-chatbot-arena,6,9,0.6667
famou-agent,mlsp-2013-birds,8,9,0.8889
famou-agent,multi-modal-gesture-recognition,2,9,0.2222
famou-agent,new-york-city-taxi-fare-prediction,0,9,0.0
famou-agent,nfl-player-contact-detection,1,9,0.1111
famou-agent,nomad2018-predict-transparent-conductors,9,9,1.0
famou-agent,osic-pulmonary-fibrosis-progression,1,9,0.1111
famou-agent,petfinder-pawpularity-score,6,9,0.6667
famou-agent,plant-pathology-2020-fgvc7,9,9,1.0
famou-agent,plant-pathology-2021-fgvc8,9,9,1.0
famou-agent,predict-volcanic-eruptions-ingv-oe,9,9,1.0
famou-agent,random-acts-of-pizza,8,9,0.8889
famou-agent,ranzcr-clip-catheter-line-classification,0,9,0.0
famou-agent,rsna-2022-cervical-spine-fracture-detection,0,9,0.0
famou-agent,rsna-breast-cancer-detection,0,9,0.0
famou-agent,rsna-miccai-brain-tumor-radiogenomic-classification,9,9,1.0
famou-agent,seti-breakthrough-listen,8,9,0.8889
famou-agent,siim-covid19-detection,0,9,0.0
famou-agent,siim-isic-melanoma-classification,2,9,0.2222
famou-agent,smartphone-decimeter-2022,0,9,0.0
famou-agent,spooky-author-identification,9,9,1.0
famou-agent,stanford-covid-vaccine,9,9,1.0
famou-agent,statoil-iceberg-classifier-challenge,0,9,0.0
famou-agent,tabular-playground-series-dec-2021,9,9,1.0
famou-agent,tabular-playground-series-may-2022,0,9,0.0
famou-agent,tensorflow-speech-recognition-challenge,0,9,0.0
famou-agent,tensorflow2-question-answering,0,9,0.0
famou-agent,text-normalization-challenge-english-language,7,9,0.7778
famou-agent,text-normalization-challenge-russian-language,5,9,0.5556
famou-agent,tgs-salt-identification-challenge,0,9,0.0
famou-agent,the-icml-2013-whale-challenge-right-whale-redux,9,9,1.0
famou-agent,tweet-sentiment-extraction,8,9,0.8889
famou-agent,us-patent-phrase-to-phrase-matching,8,9,0.8889
famou-agent,uw-madison-gi-tract-image-segmentation,2,9,0.2222
famou-agent,ventilator-pressure-prediction,0,9,0.0
famou-agent,vesuvius-challenge-ink-detection,0,9,0.0
famou-agent,vinbigdata-chest-xray-abnormalities-detection,9,9,1.0
famou-agent,whale-categorization-playground,9,9,1.0
loongflow,3d-object-detection-for-autonomous-vehicles,3,3,1.0
loongflow,aerial-cactus-identification,3,3,1.0
loongflow,aptos2019-blindness-detection,3,3,1.0
loongflow,cassava-leaf-disease-classification,3,3,1.0
loongflow,cdiscount-image-classification-challenge,3,3,1.0
loongflow,chaii-hindi-and-tamil-question-answering,3,3,1.0
loongflow,denoising-dirty-documents,3,3,1.0
loongflow,detecting-insults-in-social-commentary,3,3,1.0
loongflow,dogs-vs-cats-redux-kernels-edition,3,3,1.0
loongflow,facebook-recruiting-iii-keyword-extraction,3,3,1.0
loongflow,freesound-audio-tagging-2019,3,3,1.0
loongflow,google-quest-challenge,3,3,1.0
loongflow,h-and-m-personalized-fashion-recommendations,3,3,1.0
loongflow,herbarium-2020-fgvc7,3,3,1.0
loongflow,herbarium-2021-fgvc8,3,3,1.0
loongflow,herbarium-2022-fgvc9,3,3,1.0
loongflow,histopathologic-cancer-detection,3,3,1.0
loongflow,hotel-id-2021-fgvc8,3,3,1.0
loongflow,hubmap-kidney-segmentation,3,3,1.0
loongflow,inaturalist-2019-fgvc6,3,3,1.0
loongflow,iwildcam-2019-fgvc6,3,3,1.0
loongflow,iwildcam-2020-fgvc7,3,3,1.0
loongflow,jigsaw-toxic-comment-classification-challenge,3,3,1.0
loongflow,kuzushiji-recognition,3,3,1.0
loongflow,leaf-classification,3,3,1.0
loongflow,learning-agency-lab-automated-essay-scoring-2,3,3,1.0
loongflow,lmsys-chatbot-arena,2,2,1.0
loongflow,mlsp-2013-birds,3,3,1.0
loongflow,multi-modal-gesture-recognition,3,3,1.0
loongflow,nomad2018-predict-transparent-conductors,3,3,1.0
loongflow,petfinder-pawpularity-score,1,1,1.0
loongflow,plant-pathology-2020-fgvc7,3,3,1.0
loongflow,plant-pathology-2021-fgvc8,3,3,1.0
loongflow,predict-volcanic-eruptions-ingv-oe,3,3,1.0
loongflow,random-acts-of-pizza,3,3,1.0
loongflow,rsna-miccai-brain-tumor-radiogenomic-classification,3,3,1.0
loongflow,seti-breakthrough-listen,3,3,1.0
loongflow,spooky-author-identification,3,3,1.0
loongflow,stanford-covid-vaccine,3,3,1.0
loongflow,tabular-playground-series-dec-2021,3,3,1.0
loongflow,tensorflow-speech-recognition-challenge,3,3,1.0
loongflow,text-normalization-challenge-english-language,3,3,1.0
loongflow,text-normalization-challenge-russian-language,3,3,1.0
loongflow,the-icml-2013-whale-challenge-right-whale-redux,3,3,1.0
loongflow,tweet-sentiment-extraction,3,3,1.0
loongflow,us-patent-phrase-to-phrase-matching,3,3,1.0
loongflow,vinbigdata-chest-xray-abnormalities-detection,3,3,1.0
loongflow,whale-categorization-playground,3,3,1.0
mars,3d-object-detection-for-autonomous-vehicles,3,3,1.0
mars,AI4Code,0,3,0.0
mars,aerial-cactus-identification,3,3,1.0
mars,alaska2-image-steganalysis,0,3,0.0
mars,aptos2019-blindness-detection,3,3,1.0
mars,billion-word-imputation,2,3,0.6667
mars,bms-molecular-translation,0,3,0.0
mars,cassava-leaf-disease-classification,2,3,0.6667
mars,cdiscount-image-classification-challenge,0,3,0.0
mars,chaii-hindi-and-tamil-question-answering,0,3,0.0
mars,champs-scalar-coupling,0,3,0.0
mars,denoising-dirty-documents,3,3,1.0
mars,detecting-insults-in-social-commentary,3,3,1.0
mars,dog-breed-identification,0,3,0.0
mars,dogs-vs-cats-redux-kernels-edition,3,3,1.0
mars,facebook-recruiting-iii-keyword-extraction,0,3,0.0
mars,freesound-audio-tagging-2019,3,3,1.0
mars,google-quest-challenge,3,3,1.0
mars,google-research-identify-contrails-reduce-global-warming,0,3,0.0
mars,h-and-m-personalized-fashion-recommendations,2,3,0.6667
mars,herbarium-2020-fgvc7,3,3,1.0
mars,herbarium-2021-fgvc8,3,3,1.0
mars,herbarium-2022-fgvc9,3,3,1.0
mars,histopathologic-cancer-detection,3,3,1.0
mars,hms-harmful-brain-activity-classification,0,3,0.0
mars,hotel-id-2021-fgvc8,3,3,1.0
mars,hubmap-kidney-segmentation,3,3,1.0
mars,icecube-neutrinos-in-deep-ice,0,3,0.0
mars,imet-2020-fgvc7,2,3,0.6667
mars,inaturalist-2019-fgvc6,3,3,1.0
mars,iwildcam-2019-fgvc6,3,3,1.0
mars,iwildcam-2020-fgvc7,3,3,1.0
mars,jigsaw-toxic-comment-classification-challenge,2,3,0.6667
mars,jigsaw-unintended-bias-in-toxicity-classification,0,3,0.0
mars,kuzushiji-recognition,3,3,1.0
mars,leaf-classification,3,3,1.0
mars,learning-agency-lab-automated-essay-scoring-2,3,3,1.0
mars,lmsys-chatbot-arena,2,3,0.6667
mars,mlsp-2013-birds,3,3,1.0
mars,multi-modal-gesture-recognition,1,3,0.3333
mars,new-york-city-taxi-fare-prediction,0,3,0.0
mars,nfl-player-contact-detection,0,3,0.0
mars,nomad2018-predict-transparent-conductors,3,3,1.0
mars,osic-pulmonary-fibrosis-progression,0,3,0.0
mars,petfinder-pawpularity-score,2,3,0.6667
mars,plant-pathology-2020-fgvc7,3,3,1.0
mars,plant-pathology-2021-fgvc8,3,3,1.0
mars,predict-volcanic-eruptions-ingv-oe,3,3,1.0
mars,random-acts-of-pizza,3,3,1.0
mars,ranzcr-clip-catheter-line-classification,0,3,0.0
mars,rsna-2022-cervical-spine-fracture-detection,0,3,0.0
mars,rsna-breast-cancer-detection,0,3,0.0
mars,rsna-miccai-brain-tumor-radiogenomic-classification,2,3,0.6667
mars,seti-breakthrough-listen,3,3,1.0
mars,siim-covid19-detection,0,3,0.0
mars,siim-isic-melanoma-classification,0,3,0.0
mars,smartphone-decimeter-2022,0,3,0.0
mars,spooky-author-identification,3,3,1.0
mars,stanford-covid-vaccine,3,3,1.0
mars,statoil-iceberg-classifier-challenge,0,3,0.0
mars,tabular-playground-series-dec-2021,3,3,1.0
mars,tabular-playground-series-may-2022,0,3,0.0
mars,tensorflow-speech-recognition-challenge,0,3,0.0
mars,tensorflow2-question-answering,0,3,0.0
mars,text-normalization-challenge-english-language,3,3,1.0
mars,text-normalization-challenge-russian-language,2,3,0.6667
mars,tgs-salt-identification-challenge,0,3,0.0
mars,the-icml-2013-whale-challenge-right-whale-redux,3,3,1.0
mars,tweet-sentiment-extraction,2,3,0.6667
mars,us-patent-phrase-to-phrase-matching,3,3,1.0
mars,uw-madison-gi-tract-image-segmentation,0,3,0.0
mars,ventilator-pressure-prediction,0,3,0.0
mars,vesuvius-challenge-ink-detection,0,3,0.0
mars,vinbigdata-chest-xray-abnormalities-detection,3,3,1.0
mars,whale-categorization-playground,3,3,1.0
mars_plus,3d-object-detection-for-autonomous-vehicles,3,3,1.0
mars_plus,AI4Code,0,3,0.0
mars_plus,aerial-cactus-identification,3,3,1.0
mars_plus,alaska2-image-steganalysis,0,3,0.0
mars_plus,aptos2019-blindness-detection,3,3,1.0
mars_plus,billion-word-imputation,3,3,1.0
mars_plus,bms-molecular-translation,0,3,0.0
mars_plus,cassava-leaf-disease-classification,3,3,1.0
mars_plus,cdiscount-image-classification-challenge,0,3,0.0
mars_plus,chaii-hindi-and-tamil-question-answering,0,3,0.0
mars_plus,champs-scalar-coupling,0,3,0.0
mars_plus,denoising-dirty-documents,3,3,1.0
mars_plus,detecting-insults-in-social-commentary,3,3,1.0
mars_plus,dog-breed-identification,0,3,0.0
mars_plus,dogs-vs-cats-redux-kernels-edition,3,3,1.0
mars_plus,facebook-recruiting-iii-keyword-extraction,1,3,0.3333
mars_plus,freesound-audio-tagging-2019,3,3,1.0
mars_plus,google-quest-challenge,3,3,1.0
mars_plus,google-research-identify-contrails-reduce-global-warming,0,3,0.0
mars_plus,h-and-m-personalized-fashion-recommendations,3,3,1.0
mars_plus,herbarium-2020-fgvc7,3,3,1.0
mars_plus,herbarium-2021-fgvc8,3,3,1.0
mars_plus,herbarium-2022-fgvc9,3,3,1.0
mars_plus,histopathologic-cancer-detection,3,3,1.0
mars_plus,hms-harmful-brain-activity-classification,0,3,0.0
mars_plus,hotel-id-2021-fgvc8,3,3,1.0
mars_plus,hubmap-kidney-segmentation,3,3,1.0
mars_plus,icecube-neutrinos-in-deep-ice,0,3,0.0
mars_plus,imet-2020-fgvc7,2,3,0.6667
mars_plus,inaturalist-2019-fgvc6,3,3,1.0
mars_plus,iwildcam-2019-fgvc6,3,3,1.0
mars_plus,iwildcam-2020-fgvc7,3,3,1.0
mars_plus,jigsaw-toxic-comment-classification-challenge,3,3,1.0
mars_plus,jigsaw-unintended-bias-in-toxicity-classification,0,3,0.0
mars_plus,kuzushiji-recognition,3,3,1.0
mars_plus,leaf-classification,3,3,1.0
mars_plus,learning-agency-lab-automated-essay-scoring-2,3,3,1.0
mars_plus,lmsys-chatbot-arena,3,3,1.0
mars_plus,mlsp-2013-birds,3,3,1.0
mars_plus,multi-modal-gesture-recognition,3,3,1.0
mars_plus,new-york-city-taxi-fare-prediction,0,3,0.0
mars_plus,nfl-player-contact-detection,2,3,0.6667
mars_plus,nomad2018-predict-transparent-conductors,3,3,1.0
mars_plus,osic-pulmonary-fibrosis-progression,0,3,0.0
mars_plus,petfinder-pawpularity-score,3,3,1.0
mars_plus,plant-pathology-2020-fgvc7,3,3,1.0
mars_plus,plant-pathology-2021-fgvc8,3,3,1.0
mars_plus,predict-volcanic-eruptions-ingv-oe,3,3,1.0
mars_plus,random-acts-of-pizza,3,3,1.0
mars_plus,ranzcr-clip-catheter-line-classification,0,3,0.0
mars_plus,rsna-2022-cervical-spine-fracture-detection,0,3,0.0
mars_plus,rsna-breast-cancer-detection,0,3,0.0
mars_plus,rsna-miccai-brain-tumor-radiogenomic-classification,3,3,1.0
mars_plus,seti-breakthrough-listen,3,3,1.0
mars_plus,siim-covid19-detection,0,3,0.0
mars_plus,siim-isic-melanoma-classification,1,3,0.3333
mars_plus,smartphone-decimeter-2022,0,3,0.0
mars_plus,spooky-author-identification,3,3,1.0
mars_plus,stanford-covid-vaccine,3,3,1.0
mars_plus,statoil-iceberg-classifier-challenge,0,3,0.0
mars_plus,tabular-playground-series-dec-2021,3,3,1.0
mars_plus,tabular-playground-series-may-2022,0,3,0.0
mars_plus,tensorflow-speech-recognition-challenge,0,3,0.0
mars_plus,tensorflow2-question-answering,0,3,0.0
mars_plus,text-normalization-challenge-english-language,3,3,1.0
mars_plus,text-normalization-challenge-russian-language,3,3,1.0
mars_plus,tgs-salt-identification-challenge,0,3,0.0
mars_plus,the-icml-2013-whale-challenge-right-whale-redux,3,3,1.0
mars_plus,tweet-sentiment-extraction,3,3,1.0
mars_plus,us-patent-phrase-to-phrase-matching,3,3,1.0
mars_plus,uw-madison-gi-tract-image-segmentation,0,3,0.0
mars_plus,ventilator-pressure-prediction,0,3,0.0
mars_plus,vesuvius-challenge-ink-detection,0,3,0.0
mars_plus,vinbigdata-chest-xray-abnormalities-detection,3,3,1.0
mars_plus,whale-categorization-playground,3,3,1.0
mlevolve,3d-object-detection-for-autonomous-vehicles,3,3,1.0
mlevolve,AI4Code,0,3,0.0
mlevolve,aerial-cactus-identification,3,3,1.0
mlevolve,alaska2-image-steganalysis,0,3,0.0
mlevolve,aptos2019-blindness-detection,3,3,1.0
mlevolve,billion-word-imputation,1,3,0.3333
mlevolve,bms-molecular-translation,0,2,0.0
mlevolve,cassava-leaf-disease-classification,3,3,1.0
mlevolve,cdiscount-image-classification-challenge,2,3,0.6667
mlevolve,chaii-hindi-and-tamil-question-answering,1,3,0.3333
mlevolve,champs-scalar-coupling,0,3,0.0
mlevolve,denoising-dirty-documents,3,3,1.0
mlevolve,detecting-insults-in-social-commentary,3,3,1.0
mlevolve,dog-breed-identification,0,3,0.0
mlevolve,dogs-vs-cats-redux-kernels-edition,3,3,1.0
mlevolve,facebook-recruiting-iii-keyword-extraction,0,3,0.0
mlevolve,freesound-audio-tagging-2019,3,3,1.0
mlevolve,google-quest-challenge,3,3,1.0
mlevolve,google-research-identify-contrails-reduce-global-warming,0,3,0.0
mlevolve,h-and-m-personalized-fashion-recommendations,3,3,1.0
mlevolve,herbarium-2020-fgvc7,3,3,1.0
mlevolve,herbarium-2021-fgvc8,3,3,1.0
mlevolve,herbarium-2022-fgvc9,3,3,1.0
mlevolve,histopathologic-cancer-detection,3,3,1.0
mlevolve,hms-harmful-brain-activity-classification,0,3,0.0
mlevolve,hotel-id-2021-fgvc8,3,3,1.0
mlevolve,hubmap-kidney-segmentation,3,3,1.0
mlevolve,icecube-neutrinos-in-deep-ice,0,3,0.0
mlevolve,imet-2020-fgvc7,1,3,0.3333
mlevolve,inaturalist-2019-fgvc6,3,3,1.0
mlevolve,iwildcam-2019-fgvc6,3,3,1.0
mlevolve,iwildcam-2020-fgvc7,3,3,1.0
mlevolve,jigsaw-toxic-comment-classification-challenge,3,3,1.0
mlevolve,jigsaw-unintended-bias-in-toxicity-classification,0,3,0.0
mlevolve,kuzushiji-recognition,3,3,1.0
mlevolve,leaf-classification,3,3,1.0
mlevolve,learning-agency-lab-automated-essay-scoring-2,3,3,1.0
mlevolve,lmsys-chatbot-arena,3,3,1.0
mlevolve,mlsp-2013-birds,3,3,1.0
mlevolve,multi-modal-gesture-recognition,2,3,0.6667
mlevolve,new-york-city-taxi-fare-prediction,0,3,0.0
mlevolve,nfl-player-contact-detection,1,3,0.3333
mlevolve,nomad2018-predict-transparent-conductors,3,3,1.0
mlevolve,osic-pulmonary-fibrosis-progression,0,3,0.0
mlevolve,petfinder-pawpularity-score,3,3,1.0
mlevolve,plant-pathology-2020-fgvc7,3,3,1.0
mlevolve,plant-pathology-2021-fgvc8,3,3,1.0
mlevolve,predict-volcanic-eruptions-ingv-oe,3,3,1.0
mlevolve,random-acts-of-pizza,3,3,1.0
mlevolve,ranzcr-clip-catheter-line-classification,0,3,0.0
mlevolve,rsna-2022-cervical-spine-fracture-detection,0,3,0.0
mlevolve,rsna-breast-cancer-detection,0,3,0.0
mlevolve,rsna-miccai-brain-tumor-radiogenomic-classification,3,3,1.0
mlevolve,seti-breakthrough-listen,3,3,1.0
mlevolve,siim-covid19-detection,0,3,0.0
mlevolve,siim-isic-melanoma-classification,2,3,0.6667
mlevolve,smartphone-decimeter-2022,0,3,0.0
mlevolve,spooky-author-identification,3,3,1.0
mlevolve,stanford-covid-vaccine,3,3,1.0
mlevolve,statoil-iceberg-classifier-challenge,0,3,0.0
mlevolve,tabular-playground-series-dec-2021,3,3,1.0
mlevolve,tabular-playground-series-may-2022,0,3,0.0
mlevolve,tensorflow-speech-recognition-challenge,0,3,0.0
mlevolve,text-normalization-challenge-english-language,3,3,1.0
mlevolve,text-normalization-challenge-russian-language,3,3,1.0
mlevolve,tgs-salt-identification-challenge,0,3,0.0
mlevolve,the-icml-2013-whale-challenge-right-whale-redux,3,3,1.0
mlevolve,tweet-sentiment-extraction,2,3,0.6667
mlevolve,us-patent-phrase-to-phrase-matching,3,3,1.0
mlevolve,uw-madison-gi-tract-image-segmentation,0,3,0.0
mlevolve,ventilator-pressure-prediction,0,3,0.0
mlevolve,vesuvius-challenge-ink-detection,0,3,0.0
mlevolve,vinbigdata-chest-xray-abnormalities-detection,3,3,1.0
mlevolve,whale-categorization-playground,3,3,1.0
pievolve,3d-object-detection-for-autonomous-vehicles,5,6,0.8333
pievolve,aerial-cactus-identification,6,6,1.0
pievolve,aptos2019-blindness-detection,6,6,1.0
pievolve,billion-word-imputation,0,4,0.0
pievolve,cassava-leaf-disease-classification,4,6,0.6667
pievolve,cdiscount-image-classification-challenge,4,6,0.6667
pievolve,chaii-hindi-and-tamil-question-answering,5,6,0.8333
pievolve,denoising-dirty-documents,6,6,1.0
pievolve,detecting-insults-in-social-commentary,6,6,1.0
pievolve,dog-breed-identification,0,2,0.0
pievolve,dogs-vs-cats-redux-kernels-edition,6,6,1.0
pievolve,freesound-audio-tagging-2019,5,6,0.8333
pievolve,google-quest-challenge,6,6,1.0
pievolve,h-and-m-personalized-fashion-recommendations,5,6,0.8333
pievolve,herbarium-2020-fgvc7,6,6,1.0
pievolve,herbarium-2021-fgvc8,6,6,1.0
pievolve,herbarium-2022-fgvc9,6,6,1.0
pievolve,histopathologic-cancer-detection,6,6,1.0
pievolve,hotel-id-2021-fgvc8,6,6,1.0
pievolve,hubmap-kidney-segmentation,5,6,0.8333
pievolve,inaturalist-2019-fgvc6,5,6,0.8333
pievolve,iwildcam-2019-fgvc6,5,6,0.8333
pievolve,iwildcam-2020-fgvc7,5,6,0.8333
pievolve,jigsaw-toxic-comment-classification-challenge,6,6,1.0
pievolve,kuzushiji-recognition,6,6,1.0
pievolve,leaf-classification,6,6,1.0
pievolve,learning-agency-lab-automated-essay-scoring-2,6,6,1.0
pievolve,lmsys-chatbot-arena,5,6,0.8333
pievolve,mlsp-2013-birds,6,6,1.0
pievolve,multi-modal-gesture-recognition,1,4,0.25
pievolve,new-york-city-taxi-fare-prediction,0,2,0.0
pievolve,nfl-player-contact-detection,0,6,0.0
pievolve,nomad2018-predict-transparent-conductors,6,6,1.0
pievolve,petfinder-pawpularity-score,3,6,0.5
pievolve,plant-pathology-2020-fgvc7,6,6,1.0
pievolve,plant-pathology-2021-fgvc8,6,6,1.0
pievolve,predict-volcanic-eruptions-ingv-oe,6,6,1.0
pievolve,random-acts-of-pizza,6,6,1.0
pievolve,ranzcr-clip-catheter-line-classification,0,2,0.0
pievolve,rsna-miccai-brain-tumor-radiogenomic-classification,6,6,1.0
pievolve,seti-breakthrough-listen,6,6,1.0
pievolve,siim-isic-melanoma-classification,3,6,0.5
pievolve,spooky-author-identification,6,6,1.0
pievolve,stanford-covid-vaccine,6,6,1.0
pievolve,tabular-playground-series-dec-2021,6,6,1.0
pievolve,tabular-playground-series-may-2022,0,2,0.0
pievolve,text-normalization-challenge-english-language,5,6,0.8333
pievolve,text-normalization-challenge-russian-language,5,6,0.8333
pievolve,the-icml-2013-whale-challenge-right-whale-redux,5,6,0.8333
pievolve,tweet-sentiment-extraction,6,6,1.0
pievolve,us-patent-phrase-to-phrase-matching,6,6,1.0
pievolve,vinbigdata-chest-xray-abnormalities-detection,6,6,1.0
pievolve,whale-categorization-playground,6,6,1.0
biggpu-gpt4o-aide,3d-object-detection-for-autonomous-vehicles,0,4,0.0
biggpu-gpt4o-aide,AI4Code,0,5,0.0
biggpu-gpt4o-aide,aerial-cactus-identification,0,4,0.0
biggpu-gpt4o-aide,alaska2-image-steganalysis,0,4,0.0
biggpu-gpt4o-aide,aptos2019-blindness-detection,0,4,0.0
biggpu-gpt4o-aide,billion-word-imputation,0,4,0.0
biggpu-gpt4o-aide,bms-molecular-translation,0,4,0.0
biggpu-gpt4o-aide,cassava-leaf-disease-classification,0,4,0.0
biggpu-gpt4o-aide,cdiscount-image-classification-challenge,0,5,0.0
biggpu-gpt4o-aide,chaii-hindi-and-tamil-question-answering,0,4,0.0
biggpu-gpt4o-aide,champs-scalar-coupling,0,4,0.0
biggpu-gpt4o-aide,denoising-dirty-documents,0,4,0.0
biggpu-gpt4o-aide,detecting-insults-in-social-commentary,0,4,0.0
biggpu-gpt4o-aide,dog-breed-identification,0,4,0.0
biggpu-gpt4o-aide,dogs-vs-cats-redux-kernels-edition,2,4,0.5
biggpu-gpt4o-aide,facebook-recruiting-iii-keyword-extraction,0,4,0.0
biggpu-gpt4o-aide,freesound-audio-tagging-2019,0,4,0.0
biggpu-gpt4o-aide,google-quest-challenge,1,3,0.3333
biggpu-gpt4o-aide,google-research-identify-contrails-reduce-global-warming,0,4,0.0
biggpu-gpt4o-aide,h-and-m-personalized-fashion-recommendations,0,4,0.0
biggpu-gpt4o-aide,herbarium-2020-fgvc7,0,4,0.0
biggpu-gpt4o-aide,herbarium-2021-fgvc8,0,4,0.0
biggpu-gpt4o-aide,herbarium-2022-fgvc9,0,4,0.0
biggpu-gpt4o-aide,histopathologic-cancer-detection,2,4,0.5
biggpu-gpt4o-aide,hms-harmful-brain-activity-classification,0,3,0.0
biggpu-gpt4o-aide,hotel-id-2021-fgvc8,1,4,0.25
biggpu-gpt4o-aide,hubmap-kidney-segmentation,0,3,0.0
biggpu-gpt4o-aide,icecube-neutrinos-in-deep-ice,0,4,0.0
biggpu-gpt4o-aide,imet-2020-fgvc7,0,4,0.0
biggpu-gpt4o-aide,inaturalist-2019-fgvc6,0,4,0.0
biggpu-gpt4o-aide,iwildcam-2019-fgvc6,0,4,0.0
biggpu-gpt4o-aide,iwildcam-2020-fgvc7,0,3,0.0
biggpu-gpt4o-aide,jigsaw-toxic-comment-classification-challenge,0,4,0.0
biggpu-gpt4o-aide,jigsaw-unintended-bias-in-toxicity-classification,0,4,0.0
biggpu-gpt4o-aide,kuzushiji-recognition,0,4,0.0
biggpu-gpt4o-aide,leaf-classification,0,4,0.0
